"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"25","滋賀県","25201","大津市","252010001001","青山一丁目","34.98274","135.968774","0","3"
"25","滋賀県","25201","大津市","252010001002","青山二丁目","34.982838","135.972031","0","3"
"25","滋賀県","25201","大津市","252010001003","青山三丁目","34.980064","135.973061","0","3"
"25","滋賀県","25201","大津市","252010001004","青山四丁目","34.980415","135.969033","0","3"
"25","滋賀県","25201","大津市","252010001005","青山五丁目","34.979484","135.966794","0","3"
"25","滋賀県","25201","大津市","252010001006","青山六丁目","34.977649","135.97197","0","3"
"25","滋賀県","25201","大津市","252010001007","青山七丁目","34.975333","135.972433","0","3"
"25","滋賀県","25201","大津市","252010001008","青山八丁目","34.975475","135.975072","0","3"
"25","滋賀県","25201","大津市","252010002000","赤尾町","34.942668","135.899597","0","1"
"25","滋賀県","25201","大津市","252010003000","あかね町","35.042708999999995","135.863481","0","1"
"25","滋賀県","25201","大津市","252010004000","秋葉台","34.988599","135.883157","0","1"
"25","滋賀県","25201","大津市","252010005001","朝日一丁目","35.140133","135.916437","0","3"
"25","滋賀県","25201","大津市","252010005002","朝日二丁目","35.144159","135.914367","0","3"
"25","滋賀県","25201","大津市","252010006001","朝日が丘一丁目","35.000367","135.868752","0","3"
"25","滋賀県","25201","大津市","252010006002","朝日が丘二丁目","34.997522","135.869116","0","3"
"25","滋賀県","25201","大津市","252010007001","穴太一丁目","35.055788","135.867935","0","3"
"25","滋賀県","25201","大津市","252010007002","穴太二丁目","35.053806","135.866412","0","3"
"25","滋賀県","25201","大津市","252010007003","穴太三丁目","35.054352","135.863054","0","3"
"25","滋賀県","25201","大津市","252010008000","荒川","35.214224","135.910833","0","1"
"25","滋賀県","25201","大津市","252010009000","粟津町","34.979402","135.900029","0","1"
"25","滋賀県","25201","大津市","252010010000","伊香立上在地町","35.146914","135.856097","0","1"
"25","滋賀県","25201","大津市","252010011000","伊香立上龍華町","35.166096","135.876172","0","1"
"25","滋賀県","25201","大津市","252010012000","伊香立北在地町","35.150071","135.865018","0","1"
"25","滋賀県","25201","大津市","252010013000","伊香立下在地町","35.146203","135.883335","0","1"
"25","滋賀県","25201","大津市","252010014000","伊香立下龍華町","35.156553","135.893984","0","1"
"25","滋賀県","25201","大津市","252010015000","伊香立途中町","35.170524","135.855428","0","1"
"25","滋賀県","25201","大津市","252010016000","伊香立生津町","35.137272","135.860742","0","1"
"25","滋賀県","25201","大津市","252010017000","伊香立南庄町","35.126381","135.873439","0","1"
"25","滋賀県","25201","大津市","252010018000","伊香立向在地町","35.136915","135.876679","0","1"
"25","滋賀県","25201","大津市","252010019000","池の里","34.989697","135.873153","0","1"
"25","滋賀県","25201","大津市","252010020001","石居一丁目","34.947411","135.925377","0","3"
"25","滋賀県","25201","大津市","252010020002","石居二丁目","34.946411","135.929569","0","3"
"25","滋賀県","25201","大津市","252010020003","石居三丁目","34.950531","135.932685","0","3"
"25","滋賀県","25201","大津市","252010021000","石場","35.002644","135.875635","0","1"
"25","滋賀県","25201","大津市","252010022000","石山内畑町","34.928216","135.878836","0","1"
"25","滋賀県","25201","大津市","252010023000","石山千町","34.943726","135.881269","0","1"
"25","滋賀県","25201","大津市","252010024000","石山外畑町","34.92112","135.893393","0","1"
"25","滋賀県","25201","大津市","252010025001","石山寺一丁目","34.962506","135.901024","0","3"
"25","滋賀県","25201","大津市","252010025002","石山寺二丁目","34.958117","135.905831","0","3"
"25","滋賀県","25201","大津市","252010025003","石山寺三丁目","34.957221","135.909497","0","3"
"25","滋賀県","25201","大津市","252010025004","石山寺四丁目","34.957534","135.895335","0","3"
"25","滋賀県","25201","大津市","252010025005","石山寺五丁目","34.952244","135.901764","0","3"
"25","滋賀県","25201","大津市","252010026000","石山寺辺町","34.955511","135.883872","0","1"
"25","滋賀県","25201","大津市","252010027000","石山南郷町","34.925063","135.90533","0","1"
"25","滋賀県","25201","大津市","252010028000","石山平津町","34.934049","135.888163","0","1"
"25","滋賀県","25201","大津市","252010029001","一里山一丁目","34.984967","135.927546","0","3"
"25","滋賀県","25201","大津市","252010029002","一里山二丁目","34.982915","135.929565","0","3"
"25","滋賀県","25201","大津市","252010029003","一里山三丁目","34.983151","135.934733","0","3"
"25","滋賀県","25201","大津市","252010029004","一里山四丁目","34.978934","135.931612","0","3"
"25","滋賀県","25201","大津市","252010029005","一里山五丁目","34.978907","135.935803","0","3"
"25","滋賀県","25201","大津市","252010029006","一里山六丁目","34.975419","135.938956","0","3"
"25","滋賀県","25201","大津市","252010029007","一里山七丁目","34.973548","135.933497","0","3"
"25","滋賀県","25201","大津市","252010030001","稲津一丁目","34.948633","135.913525","0","3"
"25","滋賀県","25201","大津市","252010030002","稲津二丁目","34.945564","135.917119","0","3"
"25","滋賀県","25201","大津市","252010030003","稲津三丁目","34.944957","135.919282","0","3"
"25","滋賀県","25201","大津市","252010030004","稲津四丁目","34.941268","135.920381","0","3"
"25","滋賀県","25201","大津市","252010030005","稲津五丁目","34.946127","135.921672","0","3"
"25","滋賀県","25201","大津市","252010031000","稲葉台","34.997932","135.84214","0","1"
"25","滋賀県","25201","大津市","252010032001","今堅田一丁目","35.119971","135.925335","0","3"
"25","滋賀県","25201","大津市","252010032002","今堅田二丁目","35.122593","135.921925","0","3"
"25","滋賀県","25201","大津市","252010032003","今堅田三丁目","35.126797","135.926364","0","3"
"25","滋賀県","25201","大津市","252010033000","打出浜","35.00491","135.877382","0","1"
"25","滋賀県","25201","大津市","252010034001","梅林一丁目","35.003488","135.868857","0","3"
"25","滋賀県","25201","大津市","252010034002","梅林二丁目","35.002506","135.868693","0","3"
