"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"26","京都府","26101","京都市北区","261010001000","出雲路神楽町","35.033825","135.76835","0","1"
"26","京都府","26101","京都市北区","261010002000","出雲路立テ本町","35.039821","135.764347","0","1"
"26","京都府","26101","京都市北区","261010003000","出雲路俵町","35.036601","135.766157","0","1"
"26","京都府","26101","京都市北区","261010004000","出雲路松ノ下町","35.041724","135.763086","0","1"
"26","京都府","26101","京都市北区","261010005000","大北山鏡石町","35.046129","135.731787","0","1"
"26","京都府","26101","京都市北区","261010006000","大北山松鴎山町","35.049524","135.715773","0","1"
"26","京都府","26101","京都市北区","261010007000","大北山天神岡町","35.043473","135.729003","0","1"
"26","京都府","26101","京都市北区","261010008000","大北山蓮ケ谷町","35.044542","135.722524","0","1"
"26","京都府","26101","京都市北区","261010009000","大北山長谷町","35.047199","135.722513","0","1"
"26","京都府","26101","京都市北区","261010010000","大北山原谷乾町","35.045401","135.716026","0","1"
"26","京都府","26101","京都市北区","261010011000","大北山不動山町","35.041242","135.729939","0","1"
"26","京都府","26101","京都市北区","261010012000","大北山鷲峯町","35.050702","135.727059","0","1"
"26","京都府","26101","京都市北区","261010013000","大宮秋葉山","35.066164","135.728761","0","1"
"26","京都府","26101","京都市北区","261010014000","大宮一ノ井町","35.054299","135.738354","0","1"
"26","京都府","26101","京都市北区","261010015000","大宮上ノ岸町","35.055983","135.750166","0","1"
"26","京都府","26101","京都市北区","261010016000","大宮北椿原町","35.056333","135.748538","0","1"
"26","京都府","26101","京都市北区","261010017000","大宮北ノ岸町","35.058234","135.749533","0","1"
"26","京都府","26101","京都市北区","261010018000","大宮北箱ノ井町","35.054298","135.740294","0","1"
"26","京都府","26101","京都市北区","261010019000","大宮北林町","35.056489","135.746411","0","1"
"26","京都府","26101","京都市北区","261010020000","大宮北山ノ前町","35.057824","135.741901","0","1"
"26","京都府","26101","京都市北区","261010021000","大宮草山","35.060499","135.731607","0","1"
"26","京都府","26101","京都市北区","261010022000","大宮玄琢北東町","35.05452","135.734536","0","1"
"26","京都府","26101","京都市北区","261010023000","大宮玄琢北町","35.053331","135.73695","0","1"
"26","京都府","26101","京都市北区","261010024000","大宮玄琢南町","35.052041","135.738166","0","1"
"26","京都府","26101","京都市北区","261010025000","大宮釈迦谷","35.065708","135.725262","0","1"
"26","京都府","26101","京都市北区","261010026000","大宮田尻町","35.058606","135.748076","0","1"
"26","京都府","26101","京都市北区","261010027000","大宮土居町","35.051564","135.739789","0","1"
"26","京都府","26101","京都市北区","261010028000","大宮中総門口町","35.057654","135.744693","0","1"
"26","京都府","26101","京都市北区","261010029000","大宮中ノ社町","35.058964","135.745595","0","1"
"26","京都府","26101","京都市北区","261010030000","大宮中林町","35.055519","135.746542","0","1"
"26","京都府","26101","京都市北区","261010031000","大宮西小野堀町","35.056006","135.743378","0","1"
"26","京都府","26101","京都市北区","261010032000","大宮西総門口町","35.057925","135.743254","0","1"
"26","京都府","26101","京都市北区","261010033000","大宮西野山町","35.050301","135.73897","0","1"
"26","京都府","26101","京都市北区","261010034000","大宮西山ノ前町","35.057449","135.740602","0","1"
"26","京都府","26101","京都市北区","261010035000","大宮西脇台町","35.053552","135.743577","0","1"
"26","京都府","26101","京都市北区","261010036000","大宮二ノ坂","35.074256","135.724742","0","1"
"26","京都府","26101","京都市北区","261010037000","大宮萩原","35.071134","135.728846","0","1"
"26","京都府","26101","京都市北区","261010038000","大宮榿ノ木町","35.059526","135.749627","0","1"
"26","京都府","26101","京都市北区","261010039000","大宮東小野堀町","35.056052","135.744758","0","1"
"26","京都府","26101","京都市北区","261010040000","大宮東総門口町","35.057823","135.746207","0","1"
"26","京都府","26101","京都市北区","261010041000","大宮東脇台町","35.054126","135.744789","0","1"
"26","京都府","26101","京都市北区","261010042000","大宮開町","35.053693","135.741924","0","1"
"26","京都府","26101","京都市北区","261010043000","大宮南田尻町","35.057768","135.747536","0","1"
"26","京都府","26101","京都市北区","261010044000","大宮南椿原町","35.055033","135.748709","0","1"
"26","京都府","26101","京都市北区","261010045000","大宮南箱ノ井町","35.052852","135.740441","0","1"
"26","京都府","26101","京都市北区","261010046000","大宮南林町","35.054579","135.746641","0","1"
"26","京都府","26101","京都市北区","261010047000","大宮南山ノ前町","35.056002","135.741763","0","1"
"26","京都府","26101","京都市北区","261010048000","大宮薬師山西町","35.056845","135.737457","0","1"
"26","京都府","26101","京都市北区","261010049000","大宮薬師山東町","35.056752","135.739474","0","1"
